File,Current,Planning2,Planning3,Hash Match,Recommendation
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/boot_time.txt,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/boot_time_debug.txt,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/direct_boot_stdout.txt,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/direct_boot_time.txt,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/direct_repeats/boot_1.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/direct_repeats/boot_10.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/direct_repeats/boot_2.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/direct_repeats/boot_3.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/direct_repeats/boot_4.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/direct_repeats/boot_5.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/direct_repeats/boot_6.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/direct_repeats/boot_7.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/direct_repeats/boot_8.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/direct_repeats/boot_9.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/repeats/boot_1.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/repeats/boot_10.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/repeats/boot_2.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/repeats/boot_3.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/repeats/boot_4.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/repeats/boot_5.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/repeats/boot_6.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/repeats/boot_7.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/repeats/boot_8.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/repeats/boot_9.log,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/raw/firecracker/workload-rootfs.ext4,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/results/DEBT010_StudyD_Benchmark_Report.md,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/results/docker_baseline.csv,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/results/docker_baseline_notes.md,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/results/docker_results.csv,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/results/firecracker_boot_10.csv,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/results/firecracker_boot_10_direct.csv,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/results/firecracker_boot_notes.md,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/results/firecracker_version.txt,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT010/StudyD_Benchmark/results/host_baseline.md,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT011/DesignStudy/DEBT011_DESIGN_STUDY_v1.1.md,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT011/DesignStudy/evidence/core_docker_references.txt,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT011/DesignStudy/evidence/docker_state_verification_notes.md,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT011/DesignStudy/evidence/external_runner_audit_trail_grep.txt,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT011/DesignStudy/evidence/external_runner_docker_state_verification_grep.txt,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT011/DesignStudy/evidence/external_runner_excerpt.txt,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT011/DesignStudy/evidence/external_runner_timeout_block.txt,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT011/DesignStudy/evidence/external_runner_timeout_callsite.txt,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT011/DesignStudy/evidence/external_runner_timeout_grep.txt,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT011/ImplementationPlan/DEBT011_IMPLEMENTATION_PLAN_v1.0.md,YES,NO,NO,NO,KEEP
03_Debt_Management/DEBT011/ImplementationPlan/drafts/.gitkeep,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT011/ImplementationPlan/evidence/.gitkeep,YES,NO,NO,Current/Planning2/Planning3,KEEP
03_Debt_Management/DEBT_REGISTER_v1.3.md,YES,NO,NO,NO,KEEP
04_Architecture/ARCHITECTURAL_MISSION.md,YES,NO,NO,NO,KEEP
04_Architecture/Architectural_Identity/AI001_ARCHITECTURAL_IDENTITY.md,YES,NO,NO,NO,KEEP
04_Architecture/Architectural_Identity/AI002_ARCHITECTURAL_BOUNDARY_TEST.md,YES,NO,NO,NO,KEEP
04_Architecture/Architectural_Identity/AI003_COMPARATIVE_ARCHITECTURE_INDEX.md,YES,NO,NO,NO,KEEP
04_Architecture/Architectural_Identity/Case_Studies/CA001_ARENA_AI_COMPARISON_v1.0.md,YES,NO,NO,NO,KEEP
04_Architecture/Architectural_Identity/Case_Studies/CA002_GSTACK_COMPARISON_v1.0.md,YES,NO,NO,NO,KEEP
04_Architecture/Architectural_Identity/Comparative_Matrix/ARCHITECTURE_COMPARISON_MATRIX.md,YES,NO,NO,NO,KEEP
04_Architecture/Architectural_Identity/README.md,YES,NO,NO,NO,KEEP
04_Architecture/GATE_T0_ARCHITECTURAL_INVENTORY.md,YES,NO,NO,NO,KEEP
04_Architecture/LOCK_REGISTRY_v1.0.md,YES,NO,NO,NO,KEEP
05_Program_Management/PROGRAM_ROADMAP.md,YES,NO,NO,NO,KEEP
05_Program_Management/V3_PLANNING_INDEX.md,YES,NO,NO,NO,KEEP
99_Archive/DEBT011/DEBT011_DESIGN_STUDY_v1.0.md,YES,NO,NO,NO,KEEP
99_Archive/cortexmesh-policy-intent-repository.md,YES,NO,NO,NO,KEEP
99_Archive/cortexmesh_governance_update_pack/Governance_Addendum_v1.0.md,YES,NO,NO,NO,KEEP
99_Archive/cortexmesh_governance_update_pack/START_HERE_patch.md,YES,NO,NO,NO,KEEP
99_Archive/cortexmesh_governance_update_pack/V3_Planning_Index.md,YES,NO,NO,NO,KEEP
99_Archive/cortexmesh_governance_update_pack/apply_cortexmesh_governance_update.sh,YES,NO,NO,NO,KEEP
CORTEXMESH_DIRECTORY_MAP.md,YES,NO,NO,NO,KEEP
DEBT001_Execution/.DS_Store,NO,NO,YES,NO,DELETE
DEBT001_Execution/EXECUTION_AUTHORIZATION_CHECKLIST.md,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/environment.md,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/execution_plan.md,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/memory_snapshot.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/pilot_analysis.md,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/pilot_results.csv,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/.gitkeep,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_10_run_01_E1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_10_run_02_E2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_10_run_03_E3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_10_run_04_E4.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_10_run_05_R1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_10_run_06_R2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_10_run_07_R3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_10_run_08_S1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_10_run_09_S2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_10_run_10_S3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_10_run_11_E1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_10_run_12_E2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_10_run_13_E3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_10_run_14_E4.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_10_run_15_R1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_10_run_16_R2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_10_run_17_R3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_10_run_18_S1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_10_run_19_S2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_10_run_20_S3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_123_run_01_E1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_123_run_02_E2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_123_run_03_E3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_123_run_04_E4.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_123_run_05_R1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_123_run_06_R2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_123_run_07_R3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_123_run_08_S1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_123_run_09_S2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_123_run_10_S3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_123_run_11_E1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_123_run_12_E2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_123_run_13_E3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_123_run_14_E4.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_123_run_15_R1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_123_run_16_R2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_123_run_17_R3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_123_run_18_S1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_123_run_19_S2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_123_run_20_S3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_42_run_01_E1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_42_run_02_E2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_42_run_03_E3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_42_run_04_E4.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_42_run_05_R1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_42_run_06_R2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_42_run_07_R3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_42_run_08_S1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_42_run_09_S2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_42_run_10_S3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_42_run_11_E1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_42_run_12_E2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_42_run_13_E3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_42_run_14_E4.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_42_run_15_R1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_42_run_16_R2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_42_run_17_R3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_42_run_18_S1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_42_run_19_S2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_42_run_20_S3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_999_run_01_E1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_999_run_02_E2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_999_run_03_E3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_999_run_04_E4.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_999_run_05_R1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_999_run_06_R2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_999_run_07_R3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_999_run_08_S1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_999_run_09_S2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_999_run_10_S3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_999_run_11_E1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_999_run_12_E2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_999_run_13_E3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_999_run_14_E4.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_999_run_15_R1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_999_run_16_R2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_999_run_17_R3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_999_run_18_S1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_999_run_19_S2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/fixed_999_run_20_S3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/random_system_run_01_E1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/random_system_run_02_E2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/random_system_run_03_E3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/random_system_run_04_E4.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/random_system_run_05_R1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/random_system_run_06_R2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/random_system_run_07_R3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/random_system_run_08_S1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/random_system_run_09_S2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/random_system_run_10_S3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/random_system_run_11_E1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/random_system_run_12_E2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/random_system_run_13_E3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/random_system_run_14_E4.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/random_system_run_15_R1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/random_system_run_16_R2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/random_system_run_17_R3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/random_system_run_18_S1.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/random_system_run_19_S2.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/pilot/raw_runs/random_system_run_20_S3.json,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/reports/DEBT010_StudyD_Feasibility_Assessment.md,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/reports/DEBT010_StudyF_Operational_Review.md,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/reports/board_submission.md,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/reports/neutrality_assessment.md,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/reports/severity_review.md,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/results/full_experiment.csv,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/results/statistical_analysis.md,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Execution/seed_matrix.csv,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Task_Corpus/DEBT001_TASK_CORPUS_v1.0.md,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Task_Corpus/README.md,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Task_Corpus/tasks/E1_refactoring_input.md,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Task_Corpus/tasks/E2_unit_test_spec.md,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Task_Corpus/tasks/E3_failure_analysis.md,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Task_Corpus/tasks/E4_api_review.md,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Task_Corpus/tasks/R1_persistence_comparison.md,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Task_Corpus/tasks/R2_dependency_risk.md,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Task_Corpus/tasks/R3_evidence_classification.md,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Task_Corpus/tasks/S1_debt_prioritization.md,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Task_Corpus/tasks/S2_trust_boundary.md,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
DEBT001_Task_Corpus/tasks/S3_governance_review.md,NO,YES,YES,Current/Planning2/Planning3,ARCHIVE
