task_id,phase,seed_type,seed,run,winner,winner_score,output_hash,agent_selection,ledger_hash,raw_output,status,notes
E1,pilot,fixed,10,1,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_10_run_01_E1.json,ok,
E2,pilot,fixed,10,2,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_10_run_02_E2.json,ok,
E3,pilot,fixed,10,3,Engineer_v2,6.2639999999999985,26fdb666c453956eed8d0f58d8807e7010ce35dfa656672710f8ebb2be251726,"Architect_v2,Engineer_v2,Researcher_v2",c616b889ad2593f32990ba414ff62735b9719e204fd561cbdd344fbfdd1eedc7,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_10_run_03_E3.json,ok,
E4,pilot,fixed,10,4,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_10_run_04_E4.json,ok,
R1,pilot,fixed,10,5,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_10_run_05_R1.json,ok,
R2,pilot,fixed,10,6,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_10_run_06_R2.json,ok,
R3,pilot,fixed,10,7,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_10_run_07_R3.json,ok,
S1,pilot,fixed,10,8,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_10_run_08_S1.json,ok,
S2,pilot,fixed,10,9,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_10_run_09_S2.json,ok,
S3,pilot,fixed,10,10,Researcher_v2,5.8764,6a8f1718254d436d19d2c7475a823215681ba5222488eafc2e595068c3a757cd,"Architect_v2,Engineer_v2,Researcher_v2",54ce2638530d77785ca804d9c84cc2d52115921d2ef0813c7087e4f8a67dcd74,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_10_run_10_S3.json,ok,
E1,pilot,fixed,10,11,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_10_run_11_E1.json,ok,
E2,pilot,fixed,10,12,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_10_run_12_E2.json,ok,
E3,pilot,fixed,10,13,Engineer_v2,6.2639999999999985,26fdb666c453956eed8d0f58d8807e7010ce35dfa656672710f8ebb2be251726,"Architect_v2,Engineer_v2,Researcher_v2",c616b889ad2593f32990ba414ff62735b9719e204fd561cbdd344fbfdd1eedc7,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_10_run_13_E3.json,ok,
E4,pilot,fixed,10,14,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_10_run_14_E4.json,ok,
R1,pilot,fixed,10,15,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_10_run_15_R1.json,ok,
R2,pilot,fixed,10,16,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_10_run_16_R2.json,ok,
R3,pilot,fixed,10,17,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_10_run_17_R3.json,ok,
S1,pilot,fixed,10,18,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_10_run_18_S1.json,ok,
S2,pilot,fixed,10,19,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_10_run_19_S2.json,ok,
S3,pilot,fixed,10,20,Researcher_v2,5.8764,6a8f1718254d436d19d2c7475a823215681ba5222488eafc2e595068c3a757cd,"Architect_v2,Engineer_v2,Researcher_v2",54ce2638530d77785ca804d9c84cc2d52115921d2ef0813c7087e4f8a67dcd74,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_10_run_20_S3.json,ok,
E1,pilot,fixed,123,1,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",6280f2c357a43288211d66d672e5a92b4679b1b60f32fcdff054f9be8591acfa,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_123_run_01_E1.json,ok,
E2,pilot,fixed,123,2,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",6280f2c357a43288211d66d672e5a92b4679b1b60f32fcdff054f9be8591acfa,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_123_run_02_E2.json,ok,
E3,pilot,fixed,123,3,Engineer_v2,6.2639999999999985,26fdb666c453956eed8d0f58d8807e7010ce35dfa656672710f8ebb2be251726,"Architect_v2,Engineer_v2,Researcher_v2",c616b889ad2593f32990ba414ff62735b9719e204fd561cbdd344fbfdd1eedc7,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_123_run_03_E3.json,ok,
E4,pilot,fixed,123,4,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",6280f2c357a43288211d66d672e5a92b4679b1b60f32fcdff054f9be8591acfa,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_123_run_04_E4.json,ok,
R1,pilot,fixed,123,5,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",6280f2c357a43288211d66d672e5a92b4679b1b60f32fcdff054f9be8591acfa,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_123_run_05_R1.json,ok,
R2,pilot,fixed,123,6,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",6280f2c357a43288211d66d672e5a92b4679b1b60f32fcdff054f9be8591acfa,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_123_run_06_R2.json,ok,
R3,pilot,fixed,123,7,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",6280f2c357a43288211d66d672e5a92b4679b1b60f32fcdff054f9be8591acfa,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_123_run_07_R3.json,ok,
S1,pilot,fixed,123,8,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",6280f2c357a43288211d66d672e5a92b4679b1b60f32fcdff054f9be8591acfa,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_123_run_08_S1.json,ok,
S2,pilot,fixed,123,9,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",6280f2c357a43288211d66d672e5a92b4679b1b60f32fcdff054f9be8591acfa,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_123_run_09_S2.json,ok,
S3,pilot,fixed,123,10,Researcher_v2,6.159599999999999,6a8f1718254d436d19d2c7475a823215681ba5222488eafc2e595068c3a757cd,"Architect_v2,Engineer_v2,Researcher_v2",9d00ac24b1c0195be598ac17914f6663382921aa54e5b650ae90694b88e54731,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_123_run_10_S3.json,ok,
E1,pilot,fixed,123,11,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",6280f2c357a43288211d66d672e5a92b4679b1b60f32fcdff054f9be8591acfa,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_123_run_11_E1.json,ok,
E2,pilot,fixed,123,12,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",6280f2c357a43288211d66d672e5a92b4679b1b60f32fcdff054f9be8591acfa,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_123_run_12_E2.json,ok,
E3,pilot,fixed,123,13,Engineer_v2,6.2639999999999985,26fdb666c453956eed8d0f58d8807e7010ce35dfa656672710f8ebb2be251726,"Architect_v2,Engineer_v2,Researcher_v2",c616b889ad2593f32990ba414ff62735b9719e204fd561cbdd344fbfdd1eedc7,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_123_run_13_E3.json,ok,
E4,pilot,fixed,123,14,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",6280f2c357a43288211d66d672e5a92b4679b1b60f32fcdff054f9be8591acfa,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_123_run_14_E4.json,ok,
R1,pilot,fixed,123,15,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",6280f2c357a43288211d66d672e5a92b4679b1b60f32fcdff054f9be8591acfa,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_123_run_15_R1.json,ok,
R2,pilot,fixed,123,16,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",6280f2c357a43288211d66d672e5a92b4679b1b60f32fcdff054f9be8591acfa,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_123_run_16_R2.json,ok,
R3,pilot,fixed,123,17,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",6280f2c357a43288211d66d672e5a92b4679b1b60f32fcdff054f9be8591acfa,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_123_run_17_R3.json,ok,
S1,pilot,fixed,123,18,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",6280f2c357a43288211d66d672e5a92b4679b1b60f32fcdff054f9be8591acfa,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_123_run_18_S1.json,ok,
S2,pilot,fixed,123,19,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",6280f2c357a43288211d66d672e5a92b4679b1b60f32fcdff054f9be8591acfa,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_123_run_19_S2.json,ok,
S3,pilot,fixed,123,20,Researcher_v2,6.159599999999999,6a8f1718254d436d19d2c7475a823215681ba5222488eafc2e595068c3a757cd,"Architect_v2,Engineer_v2,Researcher_v2",9d00ac24b1c0195be598ac17914f6663382921aa54e5b650ae90694b88e54731,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_123_run_20_S3.json,ok,
E1,pilot,fixed,42,1,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_42_run_01_E1.json,ok,
E2,pilot,fixed,42,2,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_42_run_02_E2.json,ok,
E3,pilot,fixed,42,3,Engineer_v2,6.2639999999999985,26fdb666c453956eed8d0f58d8807e7010ce35dfa656672710f8ebb2be251726,"Architect_v2,Engineer_v2,Researcher_v2",c616b889ad2593f32990ba414ff62735b9719e204fd561cbdd344fbfdd1eedc7,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_42_run_03_E3.json,ok,
E4,pilot,fixed,42,4,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_42_run_04_E4.json,ok,
R1,pilot,fixed,42,5,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_42_run_05_R1.json,ok,
R2,pilot,fixed,42,6,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_42_run_06_R2.json,ok,
R3,pilot,fixed,42,7,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_42_run_07_R3.json,ok,
S1,pilot,fixed,42,8,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_42_run_08_S1.json,ok,
S2,pilot,fixed,42,9,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_42_run_09_S2.json,ok,
S3,pilot,fixed,42,10,Researcher_v2,5.8764,6a8f1718254d436d19d2c7475a823215681ba5222488eafc2e595068c3a757cd,"Architect_v2,Engineer_v2,Researcher_v2",54ce2638530d77785ca804d9c84cc2d52115921d2ef0813c7087e4f8a67dcd74,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_42_run_10_S3.json,ok,
