task_id,phase,seed_type,seed,run,winner,winner_score,output_hash,agent_selection,ledger_hash,raw_output,status,notes
E1,pilot,fixed,42,11,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_42_run_11_E1.json,ok,
E2,pilot,fixed,42,12,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_42_run_12_E2.json,ok,
E3,pilot,fixed,42,13,Engineer_v2,6.2639999999999985,26fdb666c453956eed8d0f58d8807e7010ce35dfa656672710f8ebb2be251726,"Architect_v2,Engineer_v2,Researcher_v2",c616b889ad2593f32990ba414ff62735b9719e204fd561cbdd344fbfdd1eedc7,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_42_run_13_E3.json,ok,
E4,pilot,fixed,42,14,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_42_run_14_E4.json,ok,
R1,pilot,fixed,42,15,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_42_run_15_R1.json,ok,
R2,pilot,fixed,42,16,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_42_run_16_R2.json,ok,
R3,pilot,fixed,42,17,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_42_run_17_R3.json,ok,
S1,pilot,fixed,42,18,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_42_run_18_S1.json,ok,
S2,pilot,fixed,42,19,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_42_run_19_S2.json,ok,
S3,pilot,fixed,42,20,Researcher_v2,5.8764,6a8f1718254d436d19d2c7475a823215681ba5222488eafc2e595068c3a757cd,"Architect_v2,Engineer_v2,Researcher_v2",54ce2638530d77785ca804d9c84cc2d52115921d2ef0813c7087e4f8a67dcd74,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_42_run_20_S3.json,ok,
E1,pilot,fixed,999,1,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Researcher_v2,Architect_v2,Engineer_v2",f3616f89bde66c245227665dc4a1e4c302e5fd688d0fe503b2bce2515f6609cb,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_999_run_01_E1.json,ok,
E2,pilot,fixed,999,2,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Researcher_v2,Architect_v2,Engineer_v2",f3616f89bde66c245227665dc4a1e4c302e5fd688d0fe503b2bce2515f6609cb,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_999_run_02_E2.json,ok,
E3,pilot,fixed,999,3,Engineer_v2,6.2639999999999985,26fdb666c453956eed8d0f58d8807e7010ce35dfa656672710f8ebb2be251726,"Researcher_v2,Architect_v2,Engineer_v2",2d7d7f18d397a7a83d7b5f31f60521126f1228da17f949f224be7cc0ee520144,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_999_run_03_E3.json,ok,
E4,pilot,fixed,999,4,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Researcher_v2,Architect_v2,Engineer_v2",f3616f89bde66c245227665dc4a1e4c302e5fd688d0fe503b2bce2515f6609cb,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_999_run_04_E4.json,ok,
R1,pilot,fixed,999,5,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Researcher_v2,Architect_v2,Engineer_v2",f3616f89bde66c245227665dc4a1e4c302e5fd688d0fe503b2bce2515f6609cb,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_999_run_05_R1.json,ok,
R2,pilot,fixed,999,6,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Researcher_v2,Architect_v2,Engineer_v2",f3616f89bde66c245227665dc4a1e4c302e5fd688d0fe503b2bce2515f6609cb,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_999_run_06_R2.json,ok,
R3,pilot,fixed,999,7,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Researcher_v2,Architect_v2,Engineer_v2",f3616f89bde66c245227665dc4a1e4c302e5fd688d0fe503b2bce2515f6609cb,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_999_run_07_R3.json,ok,
S1,pilot,fixed,999,8,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Researcher_v2,Architect_v2,Engineer_v2",f3616f89bde66c245227665dc4a1e4c302e5fd688d0fe503b2bce2515f6609cb,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_999_run_08_S1.json,ok,
S2,pilot,fixed,999,9,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Researcher_v2,Architect_v2,Engineer_v2",f3616f89bde66c245227665dc4a1e4c302e5fd688d0fe503b2bce2515f6609cb,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_999_run_09_S2.json,ok,
S3,pilot,fixed,999,10,Researcher_v2,6.159599999999999,6a8f1718254d436d19d2c7475a823215681ba5222488eafc2e595068c3a757cd,"Researcher_v2,Architect_v2,Engineer_v2",f7ec444cc51beccfd82d906c4824539c8b1ccd776b855d75906e21043bf4ff0e,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_999_run_10_S3.json,ok,
E1,pilot,fixed,999,11,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Researcher_v2,Architect_v2,Engineer_v2",f3616f89bde66c245227665dc4a1e4c302e5fd688d0fe503b2bce2515f6609cb,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_999_run_11_E1.json,ok,
E2,pilot,fixed,999,12,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Researcher_v2,Architect_v2,Engineer_v2",f3616f89bde66c245227665dc4a1e4c302e5fd688d0fe503b2bce2515f6609cb,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_999_run_12_E2.json,ok,
E3,pilot,fixed,999,13,Engineer_v2,6.2639999999999985,26fdb666c453956eed8d0f58d8807e7010ce35dfa656672710f8ebb2be251726,"Researcher_v2,Architect_v2,Engineer_v2",2d7d7f18d397a7a83d7b5f31f60521126f1228da17f949f224be7cc0ee520144,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_999_run_13_E3.json,ok,
E4,pilot,fixed,999,14,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Researcher_v2,Architect_v2,Engineer_v2",f3616f89bde66c245227665dc4a1e4c302e5fd688d0fe503b2bce2515f6609cb,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_999_run_14_E4.json,ok,
R1,pilot,fixed,999,15,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Researcher_v2,Architect_v2,Engineer_v2",f3616f89bde66c245227665dc4a1e4c302e5fd688d0fe503b2bce2515f6609cb,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_999_run_15_R1.json,ok,
R2,pilot,fixed,999,16,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Researcher_v2,Architect_v2,Engineer_v2",f3616f89bde66c245227665dc4a1e4c302e5fd688d0fe503b2bce2515f6609cb,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_999_run_16_R2.json,ok,
R3,pilot,fixed,999,17,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Researcher_v2,Architect_v2,Engineer_v2",f3616f89bde66c245227665dc4a1e4c302e5fd688d0fe503b2bce2515f6609cb,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_999_run_17_R3.json,ok,
S1,pilot,fixed,999,18,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Researcher_v2,Architect_v2,Engineer_v2",f3616f89bde66c245227665dc4a1e4c302e5fd688d0fe503b2bce2515f6609cb,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_999_run_18_S1.json,ok,
S2,pilot,fixed,999,19,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Researcher_v2,Architect_v2,Engineer_v2",f3616f89bde66c245227665dc4a1e4c302e5fd688d0fe503b2bce2515f6609cb,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_999_run_19_S2.json,ok,
S3,pilot,fixed,999,20,Researcher_v2,6.159599999999999,6a8f1718254d436d19d2c7475a823215681ba5222488eafc2e595068c3a757cd,"Researcher_v2,Architect_v2,Engineer_v2",f7ec444cc51beccfd82d906c4824539c8b1ccd776b855d75906e21043bf4ff0e,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/fixed_999_run_20_S3.json,ok,
E1,pilot,random,system,1,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Engineer_v2,Researcher_v2,Architect_v2",75ae91283b7c21f70de5346211a34fe00de0ed49a61b797f4a059a7c2ffdc6c7,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/random_system_run_01_E1.json,ok,
E2,pilot,random,system,2,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Engineer_v2,Architect_v2,Researcher_v2",057d5659857215a35097d8c35d1bf76e8cad819eb0cb16522dadb0a1a6fd8ee2,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/random_system_run_02_E2.json,ok,
E3,pilot,random,system,3,Engineer_v2,5.975999999999999,26fdb666c453956eed8d0f58d8807e7010ce35dfa656672710f8ebb2be251726,"Engineer_v2,Researcher_v2,Architect_v2",010c77caa2944c1fc1df758354b4bf158da962d32407a522ac1ffb9797f7da72,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/random_system_run_03_E3.json,ok,
E4,pilot,random,system,4,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Engineer_v2,Architect_v2,Researcher_v2",b3abd4cbd99dfba9e73c6597b1979800baef5921f71042b3250015f5318aa946,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/random_system_run_04_E4.json,ok,
R1,pilot,random,system,5,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",6280f2c357a43288211d66d672e5a92b4679b1b60f32fcdff054f9be8591acfa,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/random_system_run_05_R1.json,ok,
R2,pilot,random,system,6,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Researcher_v2,Engineer_v2,Architect_v2",e129bea6b37996c9025af2db3058d07263bbf51e3e8874ba0a8ab857638977cb,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/random_system_run_06_R2.json,ok,
R3,pilot,random,system,7,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",4084988a3db0f882052830782b2e80fd52af8a8644eee092456260470a88da8d,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/random_system_run_07_R3.json,ok,
S1,pilot,random,system,8,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Researcher_v2,Architect_v2,Engineer_v2",4ab4307f2bf9cac63cb47ca3a3cd097adf74aad80cff953833704ab66d66ea1f,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/random_system_run_08_S1.json,ok,
S2,pilot,random,system,9,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Researcher_v2,Engineer_v2",1404878b0057cd2aa64ecf88e424e6d2ef08e5b8dfd61c7a17874a7de4f7ddff,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/random_system_run_09_S2.json,ok,
S3,pilot,random,system,10,Researcher_v2,6.159599999999999,6a8f1718254d436d19d2c7475a823215681ba5222488eafc2e595068c3a757cd,"Researcher_v2,Engineer_v2,Architect_v2",5c33e8ca86a1cd6dcbdd6d9e5f99504fccb18f16cedd4afa0201864be8401d66,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/random_system_run_10_S3.json,ok,
E1,pilot,random,system,11,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Researcher_v2,Engineer_v2,Architect_v2",e129bea6b37996c9025af2db3058d07263bbf51e3e8874ba0a8ab857638977cb,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/random_system_run_11_E1.json,ok,
E2,pilot,random,system,12,Architect_v2,6.552,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",6280f2c357a43288211d66d672e5a92b4679b1b60f32fcdff054f9be8591acfa,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/random_system_run_12_E2.json,ok,
E3,pilot,random,system,13,Engineer_v2,6.2639999999999985,26fdb666c453956eed8d0f58d8807e7010ce35dfa656672710f8ebb2be251726,"Researcher_v2,Architect_v2,Engineer_v2",2d7d7f18d397a7a83d7b5f31f60521126f1228da17f949f224be7cc0ee520144,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/random_system_run_13_E3.json,ok,
E4,pilot,random,system,14,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Researcher_v2,Architect_v2,Engineer_v2",4ab4307f2bf9cac63cb47ca3a3cd097adf74aad80cff953833704ab66d66ea1f,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/random_system_run_14_E4.json,ok,
R1,pilot,random,system,15,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Researcher_v2,Engineer_v2",df5ee84e17c33e69dd396e3a82e6e2d12b664a860cfd4da713544ffb6d9ee789,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/random_system_run_15_R1.json,ok,
R2,pilot,random,system,16,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Researcher_v2,Engineer_v2,Architect_v2",0e824c2a0a7a03c0d9df83400bd8b1cb9ea6e970b89fe03be75ee0e525b82b18,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/random_system_run_16_R2.json,ok,
R3,pilot,random,system,17,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Researcher_v2,Engineer_v2",df5ee84e17c33e69dd396e3a82e6e2d12b664a860cfd4da713544ffb6d9ee789,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/random_system_run_17_R3.json,ok,
S1,pilot,random,system,18,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Architect_v2,Engineer_v2,Researcher_v2",3bd14fefb0399ed9b3b8360473d1f1f93d4a723fbcaf58fe058ed4b916192981,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/random_system_run_18_S1.json,ok,
S2,pilot,random,system,19,Architect_v2,6.84,176e6132225b8db68fba3bf0acb0e2cb74592970d96a0215798a33794c57dd3e,"Engineer_v2,Architect_v2,Researcher_v2",057d5659857215a35097d8c35d1bf76e8cad819eb0cb16522dadb0a1a6fd8ee2,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/random_system_run_19_S2.json,ok,
S3,pilot,random,system,20,Researcher_v2,5.8764,6a8f1718254d436d19d2c7475a823215681ba5222488eafc2e595068c3a757cd,"Researcher_v2,Engineer_v2,Architect_v2",8dc54cc9a0fcda13c4013154e4a56cd518a705bc63c60f10412a36c5a5ae2143,CortexMesh_v3_Planning/DEBT001_Execution/pilot/raw_runs/random_system_run_20_S3.json,ok,
